date,value
2022-08-30,105.242
2022-08-31,105.174
2022-09-01,105.112
2022-09-02,105.094
2022-09-06,105.382
2022-09-07,104.928
2022-09-08,104.722
2022-09-09,104.558
2022-09-12,104.774
2022-09-13,105.454
2022-09-14,105.232
2022-09-15,105.254
2022-09-16,105.26
2022-09-19,105.152
2022-09-20,105.432
2022-09-21,105.598
2022-09-22,105.47
2022-09-23,105.984
2022-09-26,106.452
2022-09-27,106.52
2022-09-28,106.036
2022-09-29,106.368
2022-09-30,106.324
2022-10-03,106.02
2022-10-04,105.814
2022-10-05,105.71
2022-10-06,106.104
2022-10-07,106.272
2022-10-10,106.49
2022-10-11,106.726
2022-10-12,106.714
2022-10-13,106.388
2022-10-14,106.404
2022-10-17,106.274
2022-10-18,106.1
2022-10-19,106.152
2022-10-20,105.996
2022-10-21,105.938
2022-10-24,105.97
2022-10-25,105.692
2022-10-26,105.456
2022-10-27,105.478
2022-10-28,105.15
2022-10-31,105.176
2022-11-01,105.162
2022-11-02,105.172
2022-11-03,105.06
2022-11-04,104.91
2022-11-07,104.87
2022-11-08,105.108
2022-11-09,105.218
2022-11-10,104.706
2022-11-11,104.504
2022-11-14,104.746
2022-11-15,104.908
2022-11-16,104.822
2022-11-17,104.786
2022-11-18,104.624
2022-11-21,104.472
2022-11-22,104.258
2022-11-23,104.07
2022-11-25,104.1
2022-11-28,104.442
2022-11-29,104.378
2022-11-30,104.116
2022-12-01,103.968
2022-12-02,103.812
2022-12-05,104.15
2022-12-06,104.434
2022-12-07,104.536
2022-12-08,104.458
2022-12-09,104.566
2022-12-12,105.0
2022-12-13,104.51
2022-12-14,104.228
2022-12-15,104.566
2022-12-16,104.524
2022-12-19,104.484
2022-12-20,104.296
2022-12-21,104.014
2022-12-22,104.394
2022-12-23,104.174
2022-12-27,104.33
2022-12-28,104.428
2022-12-29,104.288
2022-12-30,104.334
2023-01-03,104.58
2023-01-04,104.402
2023-01-05,104.492
2023-01-06,104.226
2023-01-09,104.394
2023-01-10,104.116
2023-01-11,104.218
2023-01-12,103.766
2023-01-13,103.67
2023-01-17,103.872
2023-01-18,104.068
2023-01-19,104.104
2023-01-20,103.97
2023-01-23,103.962
2023-01-24,103.84
2023-01-25,103.816
2023-01-26,103.746
2023-01-27,103.702
2023-01-30,103.988
2023-01-31,103.88
2023-02-01,103.574
2023-02-02,103.746
2023-02-03,103.666
2023-02-06,103.886
2023-02-07,103.732
2023-02-08,103.926
2023-02-09,104.142
2023-02-10,104.106
2023-02-13,104.068
2023-02-14,103.782
2023-02-15,103.646
2023-02-16,104.034
2023-02-17,104.004
2023-02-21,104.574
2023-02-22,104.458
2023-02-23,104.228
2023-02-24,104.334
2023-02-27,104.19
2023-02-28,104.14
2023-03-01,104.116
2023-03-02,103.918
2023-03-03,103.698
2023-03-06,103.722
2023-03-07,103.918
2023-03-08,103.822
2023-03-09,104.522
2023-03-10,104.96
2023-03-13,105.304
2023-03-14,104.746
2023-03-15,105.228
2023-03-16,104.598
2023-03-17,105.102
2023-03-20,104.83
2023-03-21,104.276
2023-03-22,104.452
2023-03-23,104.522
2023-03-24,104.348
2023-03-27,104.12
2023-03-28,103.994
2023-03-29,103.824
2023-03-30,103.804
2023-03-31,103.74
2023-04-03,103.71
2023-04-04,103.8
2023-04-05,103.816
2023-04-06,103.68
2023-04-10,103.794
2023-04-11,103.82
2023-04-12,103.818
2023-04-13,103.56
2023-04-14,103.414
2023-04-17,103.39
2023-04-18,103.366
2023-04-19,103.292
2023-04-20,103.434
2023-04-21,103.354
2023-04-24,103.378
2023-04-25,103.752
2023-04-26,103.768
2023-04-27,103.406
2023-04-28,103.156
2023-05-01,103.216
2023-05-02,103.556
2023-05-03,103.668
2023-05-04,104.018
2023-05-05,103.438
2023-05-08,103.396
2023-05-09,103.542
2023-05-10,103.388
2023-05-11,103.386
2023-05-12,103.406
2023-05-15,103.424
2023-05-16,103.598
2023-05-17,103.374
2023-05-18,103.21
2023-05-19,103.362
2023-05-22,103.442
2023-05-23,103.706
2023-05-24,104.006
2023-05-25,103.828
2023-05-26,103.59
2023-05-30,103.492
2023-05-31,103.588
2023-06-01,103.13
2023-06-02,102.92
2023-06-05,102.946
2023-06-06,102.792
2023-06-07,102.788
2023-06-08,102.73
2023-06-09,102.766
2023-06-12,103.002
2023-06-13,102.922
2023-06-14,102.776
2023-06-15,102.9
2023-06-16,102.708
2023-06-20,102.776
2023-06-21,102.64
2023-06-22,102.582
2023-06-23,102.688
2023-06-26,102.85
2023-06-27,102.748
2023-06-28,102.686
2023-06-29,102.708
2023-06-30,102.718
2023-07-03,102.714
2023-07-05,102.836
2023-07-06,103.088
2023-07-07,102.966
2023-07-10,103.014
2023-07-11,102.968
2023-07-12,102.708
2023-07-13,102.722
2023-07-14,102.668
2023-07-17,102.696
2023-07-18,102.66
2023-07-19,102.752
2023-07-20,102.798
2023-07-21,102.72
2023-07-24,102.782
2023-07-25,102.772
2023-07-26,102.638
2023-07-27,102.882
2023-07-28,102.666
2023-07-31,102.726
2023-08-01,102.786
2023-08-02,103.218
2023-08-03,103.184
2023-08-04,103.42
2023-08-07,103.154
2023-08-08,103.198
2023-08-09,103.192
2023-08-10,103.17
2023-08-11,102.968
2023-08-14,102.964
2023-08-15,103.292
2023-08-16,103.356
2023-08-17,103.578
2023-08-18,103.46
2023-08-21,103.426
2023-08-22,103.394
2023-08-23,103.196
2023-08-24,103.44
2023-08-25,103.136
2023-08-28,103.016
2023-08-29,102.89
2023-08-30,102.776
2023-08-31,102.714
2023-09-01,102.618
2023-09-05,102.802
2023-09-06,102.89
2023-09-07,102.88
2023-09-08,102.768
2023-09-11,102.76
2023-09-12,102.846
2023-09-13,102.696
2023-09-14,102.564
2023-09-15,102.758
2023-09-18,102.8
2023-09-19,102.822
2023-09-20,103.028
2023-09-21,103.508
2023-09-22,103.44
2023-09-25,103.38
2023-09-26,103.788
2023-09-27,103.644
2023-09-28,103.468
2023-09-29,103.504
2023-10-02,103.522
2023-10-03,103.956
2023-10-04,103.716
2023-10-05,103.698
2023-10-06,103.49
2023-10-09,103.54
2023-10-10,103.406
2023-10-11,103.218
2023-10-12,103.338
2023-10-13,103.864
2023-10-16,103.442
2023-10-17,103.576
2023-10-18,103.844
2023-10-19,104.28
2023-10-20,104.342
2023-10-23,104.074
2023-10-24,103.794
2023-10-25,104.038
2023-10-26,104.136
2023-10-27,104.254
2023-10-30,103.95
2023-10-31,103.628
2023-11-01,103.374
2023-11-02,103.132
2023-11-03,102.982
2023-11-06,102.978
2023-11-07,102.962
2023-11-08,102.89
2023-11-09,103.058
2023-11-10,102.834
2023-11-13,102.952
2023-11-14,102.832
2023-11-15,102.836
2023-11-16,102.864
2023-11-17,102.76
2023-11-20,102.682
2023-11-21,102.67
2023-11-22,102.57
2023-11-24,102.492
2023-11-27,102.538
2023-11-28,102.538
2023-11-29,102.596
2023-11-30,102.584
2023-12-01,102.526
2023-12-04,102.616
2023-12-05,102.57
2023-12-06,102.594
2023-12-07,102.612
2023-12-08,102.47
2023-12-11,102.526
2023-12-12,102.414
2023-12-13,102.438
2023-12-14,102.496
2023-12-15,102.456
2023-12-18,102.512
2023-12-19,102.506
2023-12-20,102.734
2023-12-21,102.73
2023-12-22,102.606
2023-12-26,102.598
2023-12-27,102.486
2023-12-28,102.494
2023-12-29,102.49
2024-01-02,102.64
2024-01-03,102.808
2024-01-04,102.826
2024-01-05,102.67
2024-01-08,102.616
2024-01-09,102.552
2024-01-10,102.538
2024-01-11,102.488
2024-01-12,102.54
2024-01-16,102.768
2024-01-17,102.958
2024-01-18,102.826
2024-01-19,102.66
2024-01-22,102.638
2024-01-23,102.51
2024-01-24,102.628
2024-01-25,102.69
2024-01-26,102.652
2024-01-29,102.72
2024-01-30,102.662
2024-01-31,102.87
2024-02-01,102.776
2024-02-02,102.77
2024-02-05,102.734
2024-02-06,102.612
2024-02-07,102.566
2024-02-08,102.558
2024-02-09,102.586
2024-02-12,102.786
2024-02-13,103.17
2024-02-14,102.876
2024-02-15,102.802
2024-02-16,102.848
2024-02-20,103.084
2024-02-21,103.068
2024-02-22,102.908
2024-02-23,102.75
2024-02-26,102.748
2024-02-27,102.686
2024-02-28,102.768
2024-02-29,102.68
2024-03-01,102.622
2024-03-04,102.698
2024-03-05,102.892
2024-03-06,102.9
2024-03-07,102.888
2024-03-08,102.948
2024-03-11,103.044
2024-03-12,102.768
2024-03-13,102.75
2024-03-14,102.88
2024-03-15,102.882
2024-03-18,102.866
2024-03-19,102.764
2024-03-20,102.608
2024-03-21,102.584
2024-03-22,102.612
2024-03-25,102.638
2024-03-26,102.648
2024-03-27,102.556
2024-03-28,102.602
2024-04-01,102.73
2024-04-02,102.922
2024-04-03,102.866
2024-04-04,103.27
2024-04-05,103.206
2024-04-08,103.038
2024-04-09,102.996
2024-04-10,103.16
2024-04-11,102.982
2024-04-12,103.462
2024-04-15,103.846
2024-04-16,103.68
2024-04-17,103.642
2024-04-18,103.6
2024-04-19,103.742
2024-04-22,103.388
2024-04-23,103.138
2024-04-24,103.194
2024-04-25,103.074
2024-04-26,103.006
2024-04-29,102.934
2024-04-30,103.13
2024-05-01,103.078
2024-05-02,102.936
2024-05-03,102.698
2024-05-06,102.698
2024-05-07,102.646
2024-05-08,102.6
2024-05-09,102.538
2024-05-10,102.51
2024-05-13,102.72
2024-05-14,102.684
2024-05-15,102.49
2024-05-16,102.484
2024-05-17,102.398
2024-05-20,102.43
2024-05-21,102.372
2024-05-22,102.458
2024-05-23,102.554
2024-05-24,102.386
2024-05-28,102.584
2024-05-29,102.856
2024-05-30,102.894
2024-05-31,102.584
2024-06-03,102.622
2024-06-04,102.632
2024-06-05,102.526
2024-06-06,102.516
2024-06-07,102.444
2024-06-10,102.548
2024-06-11,102.57
2024-06-12,102.408
2024-06-13,102.388
2024-06-14,102.532
2024-06-17,102.55
2024-06-18,102.46
2024-06-20,102.656
2024-06-21,102.64
2024-06-24,102.666
2024-06-25,102.568
2024-06-26,102.51
2024-06-27,102.448
2024-06-28,102.488
2024-07-01,102.444
2024-07-02,102.406
2024-07-03,102.418
2024-07-05,102.496
2024-07-08,102.474
2024-07-09,102.502
2024-07-10,102.57
2024-07-11,102.584
2024-07-12,102.492
2024-07-15,102.624
2024-07-16,102.638
2024-07-17,102.896
2024-07-18,103.186
2024-07-19,103.304
2024-07-22,102.982
2024-07-23,102.944
2024-07-24,103.608
2024-07-25,103.692
2024-07-26,103.278
2024-07-29,103.32
2024-07-30,103.538
2024-07-31,103.272
2024-08-01,103.718
2024-08-02,104.678
2024-08-05,107.714
2024-08-06,105.542
2024-08-07,105.57
2024-08-08,104.758
2024-08-09,104.074
2024-08-12,104.142
2024-08-13,103.624
2024-08-14,103.238
2024-08-15,103.046
2024-08-16,102.96
2024-08-19,102.93
2024-08-20,103.176
2024-08-21,103.254
2024-08-22,103.51
2024-08-23,103.172
2024-08-26,103.23
2024-08-27,103.086
2024-08-28,103.422
2024-08-29,103.13
2024-08-30,103.0
2024-09-03,104.144
2024-09-04,104.264
2024-09-05,103.98
2024-09-06,104.476
2024-09-09,103.89
2024-09-10,103.816
2024-09-11,103.538
2024-09-12,103.414
2024-09-13,103.312
2024-09-16,103.428
2024-09-17,103.522
2024-09-18,103.646
2024-09-19,103.266
2024-09-20,103.23
2024-09-23,103.178
2024-09-24,103.078
2024-09-25,103.082
2024-09-26,103.074
2024-09-27,103.392
2024-09-30,103.346
2024-10-01,103.852
2024-10-02,103.78
2024-10-03,104.098
2024-10-04,103.842
2024-10-07,104.528
2024-10-08,104.284
2024-10-09,104.172
2024-10-10,104.186
2024-10-11,104.092
2024-10-14,103.94
2024-10-15,104.128
2024-10-16,103.916
2024-10-17,103.822
2024-10-18,103.606
2024-10-21,103.674
2024-10-22,103.64
2024-10-23,103.848
2024-10-24,103.816
2024-10-25,104.066
2024-10-28,103.96
2024-10-29,103.868
2024-10-30,104.07
2024-10-31,104.632
2024-11-01,104.376
2024-11-04,104.396
2024-11-05,104.098
2024-11-06,103.254
2024-11-07,103.04
2024-11-08,102.988
2024-11-11,102.994
2024-11-12,102.942
2024-11-13,102.804
2024-11-14,102.862
2024-11-15,103.228
2024-11-18,103.116
2024-11-19,103.27
2024-11-20,103.432
2024-11-21,103.374
2024-11-22,103.048
2024-11-25,102.92
2024-11-26,102.82
2024-11-27,102.82
2024-11-29,102.702
2024-12-02,102.668
2024-12-03,102.66
2024-12-04,102.69
2024-12-05,102.708
2024-12-06,102.554
2024-12-09,102.838
2024-12-10,102.836
2024-12-11,102.716
2024-12-12,102.784
2024-12-13,102.762
2024-12-16,102.938
2024-12-17,103.174
2024-12-18,105.524
2024-12-19,104.818
2024-12-20,103.672
2024-12-23,103.356
2024-12-24,102.854
2024-12-26,102.946
2024-12-27,103.19
2024-12-30,103.48
2024-12-31,103.47
2025-01-02,103.586
2025-01-03,103.226
2025-01-06,103.208
2025-01-07,103.564
2025-01-08,103.54
2025-01-10,103.908
2025-01-13,103.838
2025-01-14,103.742
2025-01-15,103.224
2025-01-16,103.32
2025-01-17,103.194
2025-01-21,103.012
2025-01-22,103.02
2025-01-23,103.004
2025-01-24,102.97
2025-01-27,103.58
2025-01-28,103.282
2025-01-29,103.312
2025-01-30,103.168
2025-01-31,103.286
2025-02-03,103.724
2025-02-04,103.442
2025-02-05,103.154
2025-02-06,103.1
2025-02-07,103.308
2025-02-10,103.162
2025-02-11,103.204
2025-02-12,103.178
2025-02-13,103.02
2025-02-14,102.954
2025-02-18,103.07
2025-02-19,103.054
2025-02-20,103.132
2025-02-21,103.642
2025-02-24,103.796
2025-02-25,103.886
2025-02-26,103.82
2025-02-27,104.226
2025-02-28,103.926
2025-03-03,104.556
2025-03-04,104.702
2025-03-05,104.386
2025-03-06,104.974
2025-03-07,104.674
2025-03-10,105.572
2025-03-11,105.384
2025-03-12,104.846
2025-03-13,104.932
2025-03-14,104.354
2025-03-17,104.102
2025-03-18,104.34
2025-03-19,103.98
2025-03-20,103.96
2025-03-21,103.856
2025-03-24,103.496
2025-03-25,103.43
2025-03-26,103.666
2025-03-27,103.738
2025-03-28,104.33
2025-03-31,104.456
2025-04-01,104.354
2025-04-02,104.302
2025-04-03,106.004
2025-04-04,109.062
2025-04-07,109.396
2025-04-08,110.466
2025-04-09,106.724
2025-04-10,108.144
2025-04-11,107.512
2025-04-14,106.178
2025-04-15,106.024
2025-04-16,106.528
2025-04-17,105.93
2025-04-21,106.764
2025-04-22,106.114
2025-04-23,105.69
2025-04-24,105.294
2025-04-25,104.968
2025-04-28,105.03
2025-04-29,104.834
2025-04-30,104.94
2025-05-01,104.92
2025-05-02,104.536
2025-05-05,104.728
2025-05-06,104.952
2025-05-07,104.71
2025-05-08,104.496
2025-05-09,104.38
2025-05-12,103.678
2025-05-13,103.644
2025-05-14,103.724
2025-05-15,103.566
2025-05-16,103.448
2025-05-19,103.628
2025-05-20,103.618
2025-05-21,104.174
2025-05-22,104.056
2025-05-23,104.458
2025-05-27,103.792
2025-05-28,103.862
2025-05-29,103.836
2025-05-30,103.714
2025-06-02,103.672
2025-06-03,103.538
2025-06-04,103.522
2025-06-05,103.696
2025-06-06,103.354
2025-06-09,103.432
2025-06-10,103.39
2025-06-11,103.452
2025-06-12,103.604
2025-06-13,104.164
2025-06-16,103.822
2025-06-17,104.32
2025-06-18,104.028
2025-06-20,104.124
2025-06-23,103.966
2025-06-24,103.496
2025-06-25,103.352
2025-06-26,103.318
2025-06-27,103.264
2025-06-30,103.346
2025-07-01,103.366
2025-07-02,103.328
2025-07-03,103.276
2025-07-07,103.558
2025-07-08,103.362
2025-07-09,103.188
2025-07-10,103.156
2025-07-11,103.28
2025-07-14,103.44
2025-07-15,103.476
2025-07-16,103.432
2025-07-17,103.304
2025-07-18,103.282
2025-07-21,103.33
2025-07-22,103.3
2025-07-23,103.074
2025-07-24,103.078
2025-07-25,102.986
2025-07-28,103.006
2025-07-29,103.196
2025-07-30,103.096
2025-07-31,103.344
2025-08-01,104.076
2025-08-04,103.504
2025-08-05,103.57
2025-08-06,103.354
2025-08-07,103.314
2025-08-08,103.03
2025-08-11,103.25
2025-08-12,102.946
2025-08-13,102.898
2025-08-14,102.966
2025-08-15,103.018
2025-08-18,102.998
2025-08-19,103.114
2025-08-20,103.138
2025-08-21,103.32
2025-08-22,102.844
2025-08-25,102.958
2025-08-26,102.924
2025-08-27,102.97
2025-08-28,102.886
2025-08-29,103.072
2025-09-02,103.434
2025-09-03,103.27
2025-09-04,103.06
2025-09-05,103.036
2025-09-08,103.022
2025-09-09,103.008
2025-09-10,103.07
2025-09-11,102.942
2025-09-12,102.952
2025-09-15,103.138
2025-09-16,103.272
2025-09-17,103.144
2025-09-18,103.14
2025-09-19,103.09
2025-09-22,103.22
2025-09-23,103.328
2025-09-24,103.236
2025-09-25,103.348
2025-09-26,103.058
2025-09-29,103.224
2025-09-30,103.256
2025-10-01,103.258
2025-10-02,103.326
2025-10-03,103.33
2025-10-06,103.274
2025-10-07,103.448
2025-10-08,103.26
2025-10-09,103.286
2025-10-10,104.332
2025-10-13,103.806
2025-10-14,104.162
2025-10-15,104.128
2025-10-16,105.062
2025-10-17,104.156
2025-10-20,103.646
2025-10-21,103.574
2025-10-22,103.72
2025-10-23,103.46
2025-10-24,103.274
2025-10-27,103.158
2025-10-28,103.284
2025-10-29,103.384
2025-10-30,103.382
2025-10-31,103.488
2025-11-03,103.434
2025-11-04,103.8
2025-11-05,103.602
2025-11-06,103.9
2025-11-07,103.816
2025-11-10,103.52
2025-11-11,103.456
2025-11-12,103.502
2025-11-13,104.0
2025-11-14,103.966
2025-11-17,104.476
2025-11-18,104.938
2025-11-19,104.732
2025-11-20,105.284
2025-11-21,104.686
2025-11-24,104.104
2025-11-25,103.712
2025-11-26,103.438
2025-11-28,103.27
2025-12-01,103.448
2025-12-02,103.318
2025-12-03,103.216
2025-12-04,103.156
2025-12-05,103.082
2025-12-08,103.332
2025-12-09,103.386
2025-12-10,103.154
2025-12-11,102.97
2025-12-12,103.148
2025-12-15,103.3
2025-12-16,103.296
2025-12-17,103.524
2025-12-18,103.374
2025-12-19,102.982
2025-12-22,102.816
2025-12-23,102.8
2025-12-24,102.694
2025-12-26,102.72
2025-12-29,102.84
2025-12-30,102.866
2025-12-31,102.99
2026-01-02,102.902
2026-01-05,102.98
2026-01-06,102.95
2026-01-07,103.076
2026-01-08,103.09
2026-01-09,102.898
2026-01-12,103.024
2026-01-13,103.196
2026-01-14,103.35
2026-01-15,103.168
2026-01-16,103.172
2026-01-20,104.018
2026-01-21,103.38
2026-01-22,103.128
2026-01-23,103.218
2026-01-26,103.23
2026-01-27,103.27
