date,value
2023-03-28,4.997
2023-03-29,4.912
2023-03-30,4.902
2023-03-31,4.87
2023-04-03,4.855
2023-04-04,4.9
2023-04-05,4.908
2023-04-06,4.84
2023-04-10,4.897
2023-04-11,4.91
2023-04-12,4.909
2023-04-13,4.78
2023-04-14,4.707
2023-04-17,4.695
2023-04-18,4.683
2023-04-19,4.646
2023-04-20,4.717
2023-04-21,4.677
2023-04-24,4.689
2023-04-25,4.876
2023-04-26,4.884
2023-04-27,4.703
2023-04-28,4.578
2023-05-01,4.608
2023-05-02,4.778
2023-05-03,4.834
2023-05-04,5.009
2023-05-05,4.719
2023-05-08,4.698
2023-05-09,4.771
2023-05-10,4.694
2023-05-11,4.693
2023-05-12,4.703
2023-05-15,4.712
2023-05-16,4.799
2023-05-17,4.687
2023-05-18,4.605
2023-05-19,4.681
2023-05-22,4.721
2023-05-23,4.853
2023-05-24,5.003
2023-05-25,4.914
2023-05-26,4.795
2023-05-30,4.746
2023-05-31,4.794
2023-06-01,4.565
2023-06-02,4.46
2023-06-05,4.473
2023-06-06,4.396
2023-06-07,4.394
2023-06-08,4.365
2023-06-09,4.383
2023-06-12,4.501
2023-06-13,4.461
2023-06-14,4.388
2023-06-15,4.45
2023-06-16,4.354
2023-06-20,4.388
2023-06-21,4.32
2023-06-22,4.291
2023-06-23,4.344
2023-06-26,4.425
2023-06-27,4.374
2023-06-28,4.343
2023-06-29,4.354
2023-06-30,4.359
2023-07-03,4.357
2023-07-05,4.418
2023-07-06,4.544
2023-07-07,4.483
2023-07-10,4.507
2023-07-11,4.484
2023-07-12,4.354
2023-07-13,4.361
2023-07-14,4.334
2023-07-17,4.348
2023-07-18,4.33
2023-07-19,4.376
2023-07-20,4.399
2023-07-21,4.36
2023-07-24,4.391
2023-07-25,4.386
2023-07-26,4.319
2023-07-27,4.441
2023-07-28,4.333
2023-07-31,4.363
2023-08-01,4.393
2023-08-02,4.609
2023-08-03,4.592
2023-08-04,4.71
2023-08-07,4.577
2023-08-08,4.599
2023-08-09,4.596
2023-08-10,4.585
2023-08-11,4.484
2023-08-14,4.482
2023-08-15,4.646
2023-08-16,4.678
2023-08-17,4.789
2023-08-18,4.73
2023-08-21,4.713
2023-08-22,4.697
2023-08-23,4.598
2023-08-24,4.72
2023-08-25,4.568
2023-08-28,4.508
2023-08-29,4.445
2023-08-30,4.388
2023-08-31,4.357
2023-09-01,4.309
2023-09-05,4.401
2023-09-06,4.445
2023-09-07,4.44
2023-09-08,4.384
2023-09-11,4.38
2023-09-12,4.423
2023-09-13,4.348
2023-09-14,4.282
2023-09-15,4.379
2023-09-18,4.4
2023-09-19,4.411
2023-09-20,4.514
2023-09-21,4.754
2023-09-22,4.72
2023-09-25,4.69
2023-09-26,4.894
2023-09-27,4.822
2023-09-28,4.734
2023-09-29,4.752
2023-10-02,4.761
2023-10-03,4.978
2023-10-04,4.858
2023-10-05,4.849
2023-10-06,4.745
2023-10-09,4.77
2023-10-10,4.703
2023-10-11,4.609
2023-10-12,4.669
2023-10-13,4.932
2023-10-16,4.721
2023-10-17,4.788
2023-10-18,4.922
2023-10-19,5.14
2023-10-20,5.171
2023-10-23,5.037
2023-10-24,4.897
2023-10-25,5.019
2023-10-26,5.068
2023-10-27,5.127
2023-10-30,4.975
2023-10-31,4.814
2023-11-01,4.687
2023-11-02,4.566
2023-11-03,4.491
2023-11-06,4.489
2023-11-07,4.481
2023-11-08,4.445
2023-11-09,4.529
2023-11-10,4.417
2023-11-13,4.476
2023-11-14,4.416
2023-11-15,4.418
2023-11-16,4.432
2023-11-17,4.38
2023-11-20,4.341
2023-11-21,4.335
2023-11-22,4.285
2023-11-24,4.246
2023-11-27,4.269
2023-11-28,4.269
2023-11-29,4.298
2023-11-30,4.292
2023-12-01,4.263
2023-12-04,4.308
2023-12-05,4.285
2023-12-06,4.297
2023-12-07,4.306
2023-12-08,4.235
2023-12-11,4.263
2023-12-12,4.207
2023-12-13,4.219
2023-12-14,4.248
2023-12-15,4.228
2023-12-18,4.256
2023-12-19,4.253
2023-12-20,4.367
2023-12-21,4.365
2023-12-22,4.303
2023-12-26,4.299
2023-12-27,4.243
2023-12-28,4.247
2023-12-29,4.245
2024-01-02,4.32
2024-01-03,4.404
2024-01-04,4.413
2024-01-05,4.335
2024-01-08,4.308
2024-01-09,4.276
2024-01-10,4.269
2024-01-11,4.244
2024-01-12,4.27
2024-01-16,4.384
2024-01-17,4.479
2024-01-18,4.413
2024-01-19,4.33
2024-01-22,4.319
2024-01-23,4.255
2024-01-24,4.314
2024-01-25,4.345
2024-01-26,4.326
2024-01-29,4.36
2024-01-30,4.331
2024-01-31,4.435
2024-02-01,4.388
2024-02-02,4.385
2024-02-05,4.367
2024-02-06,4.306
2024-02-07,4.283
2024-02-08,4.279
2024-02-09,4.293
2024-02-12,4.393
2024-02-13,4.585
2024-02-14,4.438
2024-02-15,4.401
2024-02-16,4.424
2024-02-20,4.542
2024-02-21,4.534
2024-02-22,4.454
2024-02-23,4.375
2024-02-26,4.374
2024-02-27,4.343
2024-02-28,4.384
2024-02-29,4.34
2024-03-01,4.311
2024-03-04,4.349
2024-03-05,4.446
2024-03-06,4.45
2024-03-07,4.444
2024-03-08,4.474
2024-03-11,4.522
2024-03-12,4.384
2024-03-13,4.375
2024-03-14,4.44
2024-03-15,4.441
2024-03-18,4.433
2024-03-19,4.382
2024-03-20,4.304
2024-03-21,4.292
2024-03-22,4.306
2024-03-25,4.319
2024-03-26,4.324
2024-03-27,4.278
2024-03-28,4.301
2024-04-01,4.365
2024-04-02,4.461
2024-04-03,4.433
2024-04-04,4.635
2024-04-05,4.603
2024-04-08,4.519
2024-04-09,4.498
2024-04-10,4.58
2024-04-11,4.491
2024-04-12,4.731
2024-04-15,4.923
2024-04-16,4.84
2024-04-17,4.821
2024-04-18,4.8
2024-04-19,4.871
2024-04-22,4.694
2024-04-23,4.569
2024-04-24,4.597
2024-04-25,4.537
2024-04-26,4.503
2024-04-29,4.467
2024-04-30,4.565
2024-05-01,4.539
2024-05-02,4.468
2024-05-03,4.349
2024-05-06,4.349
2024-05-07,4.323
2024-05-08,4.3
2024-05-09,4.269
2024-05-10,4.255
2024-05-13,4.36
2024-05-14,4.342
2024-05-15,4.245
2024-05-16,4.242
2024-05-17,4.199
2024-05-20,4.215
2024-05-21,4.186
2024-05-22,4.229
2024-05-23,4.277
2024-05-24,4.193
2024-05-28,4.292
2024-05-29,4.428
2024-05-30,4.447
2024-05-31,4.292
2024-06-03,4.311
2024-06-04,4.316
2024-06-05,4.263
2024-06-06,4.258
2024-06-07,4.222
2024-06-10,4.274
2024-06-11,4.285
2024-06-12,4.204
2024-06-13,4.194
2024-06-14,4.266
2024-06-17,4.275
2024-06-18,4.23
2024-06-20,4.328
2024-06-21,4.32
2024-06-24,4.333
2024-06-25,4.284
2024-06-26,4.255
2024-06-27,4.224
2024-06-28,4.244
2024-07-01,4.222
2024-07-02,4.203
2024-07-03,4.209
2024-07-05,4.248
2024-07-08,4.237
2024-07-09,4.251
2024-07-10,4.285
2024-07-11,4.292
2024-07-12,4.246
2024-07-15,4.312
2024-07-16,4.319
2024-07-17,4.448
2024-07-18,4.593
2024-07-19,4.652
2024-07-22,4.491
2024-07-23,4.472
2024-07-24,4.804
2024-07-25,4.846
2024-07-26,4.639
2024-07-29,4.66
2024-07-30,4.769
2024-07-31,4.636
2024-08-01,4.859
2024-08-02,5.339
2024-08-05,6.857
2024-08-06,5.771
2024-08-07,5.785
2024-08-08,5.379
2024-08-09,5.037
2024-08-12,5.071
2024-08-13,4.812
2024-08-14,4.619
2024-08-15,4.523
2024-08-16,4.48
2024-08-19,4.465
2024-08-20,4.588
2024-08-21,4.627
2024-08-22,4.755
2024-08-23,4.586
2024-08-26,4.615
2024-08-27,4.543
2024-08-28,4.711
2024-08-29,4.565
2024-08-30,4.5
2024-09-03,5.072
2024-09-04,5.132
2024-09-05,4.99
2024-09-06,5.238
2024-09-09,4.945
2024-09-10,4.908
2024-09-11,4.769
2024-09-12,4.707
2024-09-13,4.656
2024-09-16,4.714
2024-09-17,4.761
2024-09-18,4.823
2024-09-19,4.633
2024-09-20,4.615
2024-09-23,4.589
2024-09-24,4.539
2024-09-25,4.541
2024-09-26,4.537
2024-09-27,4.696
2024-09-30,4.673
2024-10-01,4.926
2024-10-02,4.89
2024-10-03,5.049
2024-10-04,4.921
2024-10-07,5.264
2024-10-08,5.142
2024-10-09,5.086
2024-10-10,5.093
2024-10-11,5.046
2024-10-14,4.97
2024-10-15,5.064
2024-10-16,4.958
2024-10-17,4.911
2024-10-18,4.803
2024-10-21,4.837
2024-10-22,4.82
2024-10-23,4.924
2024-10-24,4.908
2024-10-25,5.033
2024-10-28,4.98
2024-10-29,4.934
2024-10-30,5.035
2024-10-31,5.316
2024-11-01,5.188
2024-11-04,5.198
2024-11-05,5.049
2024-11-06,4.627
2024-11-07,4.52
2024-11-08,4.494
2024-11-11,4.497
2024-11-12,4.471
2024-11-13,4.402
2024-11-14,4.431
2024-11-15,4.614
2024-11-18,4.558
2024-11-19,4.635
2024-11-20,4.716
2024-11-21,4.687
2024-11-22,4.524
2024-11-25,4.46
2024-11-26,4.41
2024-11-27,4.41
2024-11-29,4.351
2024-12-02,4.334
2024-12-03,4.33
2024-12-04,4.345
2024-12-05,4.354
2024-12-06,4.277
2024-12-09,4.419
2024-12-10,4.418
2024-12-11,4.358
2024-12-12,4.392
2024-12-13,4.381
2024-12-16,4.469
2024-12-17,4.587
2024-12-18,5.762
2024-12-19,5.409
2024-12-20,4.836
2024-12-23,4.678
2024-12-24,4.427
2024-12-26,4.473
2024-12-27,4.595
2024-12-30,4.74
2024-12-31,4.735
2025-01-02,4.793
2025-01-03,4.613
2025-01-06,4.604
2025-01-07,4.782
2025-01-08,4.77
2025-01-10,4.954
2025-01-13,4.919
2025-01-14,4.871
2025-01-15,4.612
2025-01-16,4.66
2025-01-17,4.597
2025-01-21,4.506
2025-01-22,4.51
2025-01-23,4.502
2025-01-24,4.485
2025-01-27,4.79
2025-01-28,4.641
2025-01-29,4.656
2025-01-30,4.584
2025-01-31,4.643
2025-02-03,4.862
2025-02-04,4.721
2025-02-05,4.577
2025-02-06,4.55
2025-02-07,4.654
2025-02-10,4.581
2025-02-11,4.602
2025-02-12,4.589
2025-02-13,4.51
2025-02-14,4.477
2025-02-18,4.535
2025-02-19,4.527
2025-02-20,4.566
2025-02-21,4.821
2025-02-24,4.898
2025-02-25,4.943
2025-02-26,4.91
2025-02-27,5.113
2025-02-28,4.963
2025-03-03,5.278
2025-03-04,5.351
2025-03-05,5.193
2025-03-06,5.487
2025-03-07,5.337
2025-03-10,5.786
2025-03-11,5.692
2025-03-12,5.423
2025-03-13,5.466
2025-03-14,5.177
2025-03-17,5.051
2025-03-18,5.17
2025-03-19,4.99
2025-03-20,4.98
2025-03-21,4.928
2025-03-24,4.748
2025-03-25,4.715
2025-03-26,4.833
2025-03-27,4.869
2025-03-28,5.165
2025-03-31,5.228
2025-04-01,5.177
2025-04-02,5.151
2025-04-03,6.002
2025-04-04,7.531
2025-04-07,7.698
2025-04-08,8.233
2025-04-09,6.362
2025-04-10,7.072
2025-04-11,6.756
2025-04-14,6.089
2025-04-15,6.012
2025-04-16,6.264
2025-04-17,5.965
2025-04-21,6.382
2025-04-22,6.057
2025-04-23,5.845
2025-04-24,5.647
2025-04-25,5.484
2025-04-28,5.515
2025-04-29,5.417
2025-04-30,5.47
2025-05-01,5.46
2025-05-02,5.268
2025-05-05,5.364
2025-05-06,5.476
2025-05-07,5.355
2025-05-08,5.248
2025-05-09,5.19
2025-05-12,4.839
2025-05-13,4.822
2025-05-14,4.862
2025-05-15,4.783
2025-05-16,4.724
2025-05-19,4.814
2025-05-20,4.809
2025-05-21,5.087
2025-05-22,5.028
2025-05-23,5.229
2025-05-27,4.896
2025-05-28,4.931
2025-05-29,4.918
2025-05-30,4.857
2025-06-02,4.836
2025-06-03,4.769
2025-06-04,4.761
2025-06-05,4.848
2025-06-06,4.677
2025-06-09,4.716
2025-06-10,4.695
2025-06-11,4.726
2025-06-12,4.802
2025-06-13,5.082
2025-06-16,4.911
2025-06-17,5.16
2025-06-18,5.014
2025-06-20,5.062
2025-06-23,4.983
2025-06-24,4.748
2025-06-25,4.676
2025-06-26,4.659
2025-06-27,4.632
2025-06-30,4.673
2025-07-01,4.683
2025-07-02,4.664
2025-07-03,4.638
2025-07-07,4.779
2025-07-08,4.681
2025-07-09,4.594
2025-07-10,4.578
2025-07-11,4.64
2025-07-14,4.72
2025-07-15,4.738
2025-07-16,4.716
2025-07-17,4.652
2025-07-18,4.641
2025-07-21,4.665
2025-07-22,4.65
2025-07-23,4.537
2025-07-24,4.539
2025-07-25,4.493
2025-07-28,4.503
2025-07-29,4.598
2025-07-30,4.548
2025-07-31,4.672
2025-08-01,5.038
2025-08-04,4.752
2025-08-05,4.785
2025-08-06,4.677
2025-08-07,4.657
2025-08-08,4.515
2025-08-11,4.625
2025-08-12,4.473
2025-08-13,4.449
2025-08-14,4.483
2025-08-15,4.509
2025-08-18,4.499
2025-08-19,4.557
2025-08-20,4.569
2025-08-21,4.66
2025-08-22,4.422
2025-08-25,4.479
2025-08-26,4.462
2025-08-27,4.485
2025-08-28,4.443
2025-08-29,4.536
2025-09-02,4.717
2025-09-03,4.635
2025-09-04,4.53
2025-09-05,4.518
2025-09-08,4.511
2025-09-09,4.504
2025-09-10,4.535
2025-09-11,4.471
2025-09-12,4.476
2025-09-15,4.569
2025-09-16,4.636
2025-09-17,4.572
2025-09-18,4.57
2025-09-19,4.545
2025-09-22,4.61
2025-09-23,4.664
2025-09-24,4.618
2025-09-25,4.674
2025-09-26,4.529
2025-09-29,4.612
2025-09-30,4.628
2025-10-01,4.629
2025-10-02,4.663
2025-10-03,4.665
2025-10-06,4.637
2025-10-07,4.724
2025-10-08,4.63
2025-10-09,4.643
2025-10-10,5.166
2025-10-13,4.903
2025-10-14,5.081
2025-10-15,5.064
2025-10-16,5.531
2025-10-17,5.078
2025-10-20,4.823
2025-10-21,4.787
2025-10-22,4.86
2025-10-23,4.73
2025-10-24,4.637
2025-10-27,4.579
2025-10-28,4.642
2025-10-29,4.692
2025-10-30,4.691
2025-10-31,4.744
2025-11-03,4.717
2025-11-04,4.9
2025-11-05,4.801
2025-11-06,4.95
2025-11-07,4.908
2025-11-10,4.76
2025-11-11,4.728
2025-11-12,4.751
2025-11-13,5.0
2025-11-14,4.983
2025-11-17,5.238
2025-11-18,5.469
2025-11-19,5.366
2025-11-20,5.642
2025-11-21,5.343
2025-11-24,5.052
2025-11-25,4.856
2025-11-26,4.719
2025-11-28,4.635
2025-12-01,4.724
2025-12-02,4.659
2025-12-03,4.608
2025-12-04,4.578
2025-12-05,4.541
2025-12-08,4.666
2025-12-09,4.693
2025-12-10,4.577
2025-12-11,4.485
2025-12-12,4.574
2025-12-15,4.65
2025-12-16,4.648
2025-12-17,4.762
2025-12-18,4.687
2025-12-19,4.491
2025-12-22,4.408
2025-12-23,4.4
2025-12-24,4.347
2025-12-26,4.36
2025-12-29,4.42
2025-12-30,4.433
2025-12-31,4.495
2026-01-02,4.451
2026-01-05,4.49
2026-01-06,4.475
2026-01-07,4.538
2026-01-08,4.545
2026-01-09,4.449
2026-01-12,4.512
2026-01-13,4.598
2026-01-14,4.675
2026-01-15,4.584
2026-01-16,4.586
2026-01-20,5.009
2026-01-21,4.69
2026-01-22,4.564
2026-01-23,4.609
2026-01-26,4.615
2026-01-27,4.635
